CustID	age	default	balance	housing	loan	contact
6125	32	no	1756	yes	no	unknown
6126	31	no	4924	yes	no	unknown
6127	32	no	4174	yes	no	unknown
6128	34	no	360	yes	no	unknown
6129	32	no	255	yes	yes	unknown
6130	34	no	3744	yes	no	unknown
6131	37	no	2205	no	no	unknown
6132	31	no	510	yes	no	unknown
6133	30	no	198	yes	no	unknown
6134	31	no	24870	yes	no	unknown
6135	32	no	43	yes	no	unknown
6136	33	no	1779	yes	no	unknown
6137	31	no	589	yes	yes	unknown
6138	31	no	664	yes	yes	unknown
6139	28	no	115	yes	no	unknown
6140	36	no	352	yes	no	unknown
6141	38	no	745	yes	no	unknown
6142	31	no	5527	yes	no	unknown
6143	31	no	629	yes	no	unknown
6144	36	no	342	yes	yes	unknown
6145	37	no	3326	yes	no	unknown
6146	36	yes	-491	yes	yes	unknown
6147	31	no	0	yes	no	unknown
6148	34	no	286	yes	no	unknown
6149	34	no	4170	yes	no	unknown
6150	32	no	76	yes	no	unknown
6151	31	no	-194	no	no	unknown
6152	33	no	1499	yes	no	unknown
6153	34	no	245	yes	no	unknown
6154	35	no	49	yes	no	unknown
6155	30	no	4733	yes	no	unknown
6156	36	no	0	yes	no	unknown
6157	26	no	1284	yes	no	unknown
6158	44	no	779	yes	no	unknown
6159	23	no	965	yes	no	unknown
6160	36	no	625	yes	no	unknown
6161	39	no	568	yes	no	unknown
6162	49	no	913	yes	yes	unknown
6163	38	no	622	yes	no	unknown
6164	51	no	140	yes	no	unknown
6165	25	no	-61	yes	no	unknown
6166	39	no	4441	yes	no	unknown
6167	31	no	1138	yes	yes	unknown
6168	37	no	0	yes	yes	unknown
6169	27	no	-147	yes	yes	unknown
6170	32	no	159	yes	no	unknown
6171	34	no	336	yes	no	unknown
6172	46	no	2173	yes	no	unknown
6173	37	no	1455	yes	no	unknown
6174	36	no	439	yes	no	unknown
6175	32	no	783	yes	no	unknown
6176	31	no	-280	no	no	unknown
6177	53	no	1023	yes	no	unknown
6178	33	no	4369	yes	no	unknown
6179	30	no	144	yes	no	unknown
6180	31	no	540	no	no	unknown
6181	38	no	-5	yes	no	unknown
6182	30	no	906	yes	yes	unknown
6183	49	no	1568	no	no	unknown
6184	44	no	858	yes	no	unknown
6185	32	no	3696	no	no	unknown
6186	56	no	3784	no	no	unknown
6187	34	no	3119	yes	no	unknown
6188	27	no	1518	yes	no	unknown
6189	47	no	4822	yes	no	unknown
6190	35	no	0	yes	no	unknown
6191	40	no	1393	yes	no	unknown
6192	30	no	1023	yes	no	unknown
6193	48	no	4191	no	no	unknown
6194	39	no	2645	yes	no	unknown
6195	33	no	0	yes	no	unknown
6196	38	no	776	yes	no	unknown
6197	33	no	1165	yes	no	unknown
6198	37	no	412	yes	no	unknown
6199	57	no	461	yes	no	unknown
6200	36	no	-402	no	no	unknown
6201	37	no	1813	yes	no	unknown
6202	32	no	1169	yes	no	unknown
6203	26	no	0	yes	no	unknown
6204	33	no	511	yes	no	unknown
6205	46	no	328	yes	no	unknown
6206	27	no	259	yes	no	unknown
6207	52	no	126	no	no	unknown
6208	36	no	5902	yes	no	unknown
6209	33	no	10	yes	no	unknown
6210	35	no	3137	yes	no	unknown
6211	35	no	2238	yes	no	unknown
6212	28	no	131	yes	no	unknown
6213	35	no	773	yes	no	unknown
6214	30	no	399	yes	yes	unknown
6215	52	no	173	no	no	unknown
6216	36	no	690	yes	no	unknown
6217	39	no	1601	yes	no	unknown
6218	39	no	439	yes	no	unknown
6219	33	no	3132	yes	no	unknown
6220	32	no	-408	yes	no	unknown
6221	29	no	265	yes	no	unknown
6222	37	no	363	yes	no	unknown
6223	43	no	8541	yes	no	unknown
6224	33	no	486	yes	no	unknown
6225	33	no	594	yes	yes	unknown
6226	32	yes	98	no	yes	unknown
6227	54	no	462	yes	no	unknown
6228	33	no	372	yes	no	unknown
6229	33	no	1221	yes	no	unknown
6230	38	no	917	yes	no	unknown
6231	34	no	0	yes	no	unknown
6232	33	no	884	yes	no	unknown
6233	32	no	587	yes	no	unknown
6234	31	no	91	no	no	unknown
6235	33	no	165	yes	no	unknown
6236	34	no	456	yes	no	unknown
6237	35	no	994	yes	no	unknown
6238	31	no	1710	yes	no	unknown
6239	33	no	1138	yes	yes	unknown
6240	31	no	360	yes	no	unknown
6241	32	no	2737	yes	yes	unknown
6242	36	no	8564	yes	no	unknown
6243	30	no	435	yes	yes	unknown
6244	43	no	4243	yes	no	unknown
6245	55	no	989	yes	yes	unknown
6246	31	no	1186	yes	no	unknown
6247	32	no	1261	yes	no	unknown
6248	33	no	25	yes	no	unknown
6249	31	no	206	yes	no	unknown
6250	35	no	11423	yes	no	unknown
6251	30	no	184	yes	no	unknown
6252	35	no	1354	yes	no	unknown
6253	29	no	751	yes	no	unknown
6254	36	no	711	yes	no	unknown
6255	37	no	453	yes	yes	unknown
6256	32	no	1129	yes	no	unknown
6257	33	no	237	yes	no	unknown
6258	34	no	1239	yes	no	unknown
6259	37	no	0	yes	no	unknown
6260	33	no	392	yes	no	unknown
6261	34	no	2490	yes	no	unknown
6262	37	no	6714	yes	no	unknown
6263	31	no	873	yes	no	unknown
6264	34	no	1464	yes	no	unknown
6265	35	no	90	yes	no	unknown
6266	31	no	714	yes	no	unknown
6267	33	no	463	yes	no	unknown
6268	40	no	1516	yes	yes	unknown
6269	31	no	509	yes	no	unknown
6270	30	no	207	yes	no	unknown
6271	30	no	3967	yes	no	unknown
6272	37	no	3517	yes	no	unknown
6273	38	no	435	yes	no	unknown
6274	33	no	6227	yes	no	unknown
6275	34	no	1092	no	no	unknown
6276	35	no	394	yes	no	unknown
6277	30	no	239	yes	no	unknown
6278	40	yes	-509	yes	no	unknown
6279	31	no	-32	yes	no	unknown
6280	32	no	11315	no	no	unknown
6281	31	no	1273	yes	no	unknown
6282	30	no	1649	yes	no	unknown
6283	34	no	84	yes	no	unknown
6284	30	no	278	yes	yes	unknown
6285	32	no	2459	yes	yes	unknown
6286	31	no	4941	yes	no	unknown
6287	34	no	3798	yes	no	unknown
6288	30	no	597	yes	no	unknown
6289	32	no	-32	yes	no	unknown
6290	37	no	525	yes	no	unknown
6291	33	no	416	yes	yes	unknown
6292	31	no	680	yes	no	unknown
6293	37	no	4303	yes	no	unknown
6294	32	no	3050	yes	no	unknown
6295	34	no	750	yes	no	unknown
6296	34	no	5547	yes	no	unknown
6297	35	no	643	yes	no	unknown
6298	33	no	-386	yes	no	unknown
6299	31	no	5889	yes	no	unknown
6300	32	no	207	yes	no	unknown
6301	32	no	1883	yes	no	unknown
6302	32	no	697	yes	no	unknown
6303	31	no	14692	yes	no	unknown
6304	30	no	595	yes	no	unknown
6305	30	no	1243	yes	no	unknown
6306	41	no	-326	yes	yes	unknown
6307	33	no	17946	yes	no	unknown
6308	34	no	2144	yes	no	unknown
6309	39	no	1410	yes	no	unknown
6310	33	no	18347	yes	no	unknown
6311	33	no	177	yes	no	unknown
6312	22	no	0	yes	no	unknown
6313	35	no	291	no	no	unknown
6314	34	no	1880	yes	no	unknown
6315	31	no	7	yes	no	unknown
6316	39	no	21	yes	no	unknown
6317	30	no	136	yes	no	unknown
6318	36	no	9068	yes	no	unknown
6319	31	no	159	yes	no	unknown
6320	42	no	2557	yes	no	unknown
6321	39	no	287	yes	no	unknown
6322	25	no	1765	yes	no	unknown
6323	34	no	571	yes	no	unknown
6324	31	no	0	yes	yes	unknown
6325	35	no	700	yes	no	unknown
6326	44	no	0	yes	no	unknown
6327	28	no	59	yes	yes	unknown
6328	28	no	370	yes	no	unknown
6329	31	no	0	yes	no	unknown
6330	32	no	225	yes	no	unknown
6331	36	no	-118	yes	yes	unknown
6332	32	no	390	yes	no	unknown
6333	37	no	1379	yes	no	unknown
6334	36	no	1168	yes	no	unknown
6335	41	no	287	no	no	unknown
6336	32	no	2549	yes	no	unknown
6337	34	no	79	yes	no	unknown
6338	31	no	0	yes	no	unknown
6339	32	no	827	yes	no	unknown
6340	39	no	12	yes	no	unknown
6341	36	no	973	yes	yes	unknown
6342	34	no	1408	yes	no	unknown
6343	34	no	2495	yes	no	unknown
6344	35	no	339	yes	no	unknown
6345	32	no	0	yes	no	unknown
6346	36	no	520	yes	no	unknown
6347	40	no	5745	yes	yes	unknown
6348	36	no	222	yes	no	unknown
6349	33	no	-355	yes	no	unknown
6350	31	no	1804	yes	no	unknown
6351	30	no	253	yes	no	unknown
6352	33	no	524	yes	no	unknown
6353	29	no	132	no	no	unknown
6354	36	yes	-1	yes	yes	unknown
6355	47	no	-401	yes	no	unknown
6356	32	no	410	yes	no	unknown
6357	32	no	3155	yes	no	unknown
6358	50	no	247	no	no	unknown
6359	41	no	16	no	no	unknown
6360	29	no	823	yes	no	unknown
6361	24	no	1141	yes	no	unknown
6362	56	no	246	yes	no	unknown
6363	55	no	-102	yes	no	unknown
6364	32	no	151	no	no	unknown
6365	32	no	1212	yes	no	unknown
6366	56	no	397	yes	no	unknown
6367	32	no	-6	no	no	unknown
6368	28	no	56	yes	no	unknown
6369	34	no	1156	yes	no	unknown
6370	36	no	-327	yes	yes	unknown
6371	26	no	1570	yes	no	unknown
6372	51	no	-175	yes	yes	unknown
6373	43	no	353	yes	no	unknown
6374	42	no	61	yes	no	unknown
6375	31	no	-1206	yes	no	unknown
6376	29	no	208	yes	no	unknown
6377	28	no	38	yes	no	unknown
6378	52	no	-209	yes	yes	unknown
6379	44	no	759	yes	no	unknown
6380	38	no	-40	yes	no	unknown
6381	28	no	4	yes	no	unknown
6382	24	no	45	yes	yes	unknown
6383	29	no	-753	yes	yes	unknown
6384	24	no	820	yes	no	unknown
6385	32	no	0	yes	yes	unknown
6386	27	no	672	yes	no	unknown
6387	41	no	-762	yes	yes	unknown
6388	42	no	422	yes	no	unknown
6389	25	no	51	yes	no	unknown
6390	36	no	1601	yes	no	unknown
6391	36	no	2278	yes	no	unknown
6392	24	yes	110	yes	no	unknown
6393	32	no	539	yes	yes	unknown
6394	37	no	-332	yes	no	unknown
6395	46	yes	0	no	no	unknown
6396	29	no	468	yes	yes	unknown
6397	43	no	240	yes	no	unknown
6398	30	no	2	no	yes	unknown
6399	33	yes	339	yes	no	unknown
6400	46	no	295	yes	no	unknown
6401	54	no	7252	no	no	unknown
6402	36	no	1109	yes	no	unknown
6403	40	no	-319	yes	no	unknown
6404	34	no	5553	yes	no	unknown
6405	30	no	187	yes	no	unknown
6406	30	no	2080	yes	no	unknown
6407	45	no	-319	yes	no	unknown
6408	25	no	-221	yes	no	unknown
6409	28	no	2114	no	yes	unknown
6410	30	no	4009	yes	no	unknown
6411	35	no	579	yes	no	unknown
6412	48	no	3142	no	no	unknown
6413	35	no	-205	yes	no	unknown
6414	30	no	79	no	no	unknown
6415	38	no	-591	yes	no	unknown
6416	55	no	440	no	no	unknown
6417	32	yes	-274	yes	yes	unknown
6418	45	no	0	yes	yes	unknown
6419	35	no	2043	yes	yes	unknown
6420	30	no	282	yes	yes	unknown
6421	31	no	-26	yes	yes	unknown
6422	46	no	-267	no	no	unknown
6423	29	no	368	yes	no	unknown
6424	33	no	745	yes	no	unknown
6425	49	no	383	yes	no	unknown
6426	37	no	239	yes	no	unknown
6427	47	no	382	yes	no	unknown
6428	39	no	2679	yes	yes	unknown
6429	32	no	3	yes	no	unknown
6430	55	no	4746	yes	no	unknown
6431	41	no	30	no	no	unknown
6432	39	no	-455	yes	no	unknown
6433	30	no	0	yes	no	unknown
6434	31	no	-78	yes	yes	unknown
6435	30	no	302	yes	yes	unknown
6436	44	no	-299	yes	no	unknown
6437	31	no	1611	yes	no	unknown
6438	34	no	498	yes	no	unknown
6439	32	no	0	no	no	unknown
6440	26	no	454	yes	yes	unknown
6441	39	no	0	yes	no	unknown
6442	35	no	30	no	no	unknown
6443	35	no	511	yes	yes	unknown
6444	32	no	127	yes	no	unknown
6445	32	no	1940	yes	no	unknown
6446	30	no	-108	yes	no	unknown
6447	43	no	242	yes	no	unknown
6448	29	no	1012	yes	no	unknown
6449	27	no	-393	yes	yes	unknown
6450	27	no	430	yes	no	unknown
6451	33	no	-825	yes	no	unknown
6452	29	no	135	yes	no	unknown
6453	28	no	369	yes	no	unknown
6454	32	no	1522	yes	no	unknown
6455	30	no	523	yes	no	unknown
6456	39	no	104	yes	no	unknown
6457	35	no	341	yes	no	unknown
6458	49	no	3767	yes	no	unknown
6459	32	no	1667	yes	no	unknown
6460	35	no	430	yes	no	unknown
6461	37	no	603	yes	no	unknown
6462	45	no	0	no	no	unknown
6463	37	no	510	yes	no	unknown
6464	40	no	0	yes	no	unknown
6465	33	no	17455	yes	yes	unknown
6466	36	no	176	yes	no	unknown
6467	42	no	139	yes	no	unknown
6468	30	no	3625	yes	no	unknown
6469	32	no	1651	yes	no	unknown
6470	26	no	74	yes	no	unknown
6471	45	no	-311	yes	no	unknown
6472	35	no	-413	yes	no	unknown
6473	39	no	1202	yes	no	unknown
6474	33	no	321	yes	no	unknown
6475	32	no	221	yes	no	unknown
6476	27	no	1996	yes	no	unknown
6477	39	no	1222	yes	no	unknown
6478	43	yes	150	yes	yes	unknown
6479	31	no	701	yes	no	unknown
6480	50	no	0	yes	yes	unknown
6481	53	no	-375	yes	no	unknown
6482	31	no	6374	yes	no	unknown
6483	36	no	387	yes	no	unknown
6484	45	no	149	yes	no	unknown
6485	38	no	630	yes	no	unknown
6486	31	no	150	yes	no	unknown
6487	31	no	1358	yes	yes	unknown
6488	36	no	614	yes	no	unknown
6489	40	no	-212	yes	yes	unknown
6490	30	no	590	yes	no	unknown
6491	35	no	8	yes	no	unknown
6492	42	no	687	yes	yes	unknown
6493	45	no	61	yes	yes	unknown
6494	41	no	-210	yes	yes	unknown
6495	33	no	1541	yes	no	unknown
6496	32	no	1342	yes	no	unknown
6497	32	no	4	yes	no	unknown
6498	30	no	501	yes	no	unknown
6499	34	no	128	yes	no	unknown
6500	33	no	1464	yes	no	unknown
6501	30	no	6	yes	no	unknown
6502	34	yes	-369	yes	no	unknown
6503	38	no	1375	yes	no	unknown
6504	36	no	0	no	no	unknown
6505	34	no	4053	yes	no	unknown
6506	24	no	-286	yes	no	unknown
6507	30	no	253	yes	no	unknown
6508	34	no	157	yes	no	unknown
6509	39	no	1951	yes	no	unknown
6510	36	no	4519	yes	no	unknown
6511	33	no	1134	yes	no	unknown
6512	31	no	426	yes	no	unknown
6513	43	no	-495	yes	yes	unknown
6514	34	no	1049	yes	no	unknown
6515	33	no	463	yes	no	unknown
6516	33	no	3546	yes	no	unknown
6517	53	no	1	yes	yes	unknown
6518	54	no	-239	yes	no	unknown
6519	31	no	1340	yes	no	unknown
6520	46	no	772	yes	no	unknown
6521	54	no	-630	no	no	unknown
6522	37	no	507	yes	yes	unknown
6523	32	no	736	yes	no	unknown
6524	40	no	395	yes	yes	unknown
6525	60	no	-46	no	no	unknown
6526	33	no	2599	yes	no	unknown
6527	35	no	-461	no	no	unknown
6528	33	no	0	no	no	unknown
6529	39	no	3643	yes	no	unknown
6530	58	no	0	yes	no	unknown
6531	43	no	-141	yes	yes	unknown
6532	38	no	526	yes	yes	unknown
6533	49	no	23	yes	no	unknown
6534	35	no	839	yes	no	unknown
6535	53	no	-1455	yes	no	unknown
6536	40	yes	-306	yes	no	unknown
6537	36	no	655	yes	no	unknown
6538	42	no	3465	yes	no	unknown
6539	36	no	876	yes	no	unknown
6540	35	no	154	yes	no	unknown
6541	33	no	67	yes	yes	unknown
6542	37	no	5205	yes	no	unknown
6543	44	no	5773	no	no	unknown
6544	35	no	0	yes	yes	unknown
6545	36	no	1694	yes	yes	unknown
6546	31	no	1074	yes	no	unknown
6547	40	no	278	yes	no	unknown
6548	38	no	1102	yes	no	unknown
6549	46	no	0	yes	no	unknown
6550	29	no	0	yes	no	unknown
6551	33	no	-346	yes	yes	unknown
6552	32	no	415	no	no	unknown
6553	48	no	851	no	yes	unknown
6554	32	no	1247	yes	no	unknown
6555	35	no	91	yes	no	unknown
6556	32	no	882	no	no	unknown
6557	42	no	165	yes	no	unknown
6558	32	no	1501	yes	no	unknown
6559	35	no	1529	no	no	unknown
6560	39	no	293	yes	no	unknown
6561	30	no	1572	yes	yes	unknown
6562	30	no	-679	yes	no	unknown
6563	32	no	497	yes	no	unknown
6564	28	no	-303	yes	no	unknown
6565	30	no	9194	yes	no	unknown
6566	44	no	97	yes	no	unknown
6567	34	no	70	yes	yes	unknown
6568	38	no	1839	no	no	unknown
6569	27	no	1492	yes	no	unknown
6570	31	no	357	yes	no	unknown
6571	37	no	192	yes	no	unknown
6572	45	no	875	yes	yes	unknown
6573	33	no	0	yes	no	unknown
6574	39	no	-288	no	no	unknown
6575	32	no	1581	no	no	unknown
6576	31	no	2910	yes	no	unknown
6577	38	no	372	no	no	unknown
6578	32	no	9	yes	no	unknown
6579	32	no	1780	yes	no	unknown
6580	33	no	2665	yes	no	unknown
6581	49	no	188	yes	no	unknown
6582	32	no	506	yes	no	unknown
6583	32	no	38	yes	no	unknown
6584	31	no	-331	yes	no	unknown
6585	39	no	31	yes	no	unknown
6586	37	no	-21	yes	yes	unknown
6587	33	no	1847	yes	no	unknown
6588	35	no	208	yes	no	unknown
6589	37	no	5	yes	no	unknown
6590	31	no	-848	yes	no	unknown
6591	35	no	317	yes	no	unknown
6592	38	no	5779	yes	no	unknown
6593	31	no	489	yes	no	unknown
6594	30	yes	4	yes	no	unknown
6595	31	no	631	yes	no	unknown
6596	44	no	0	yes	no	unknown
6597	51	no	3	no	yes	unknown
6598	31	no	2197	yes	no	unknown
6599	35	no	178	yes	no	unknown
6600	34	no	358	yes	no	unknown
6601	32	no	3144	yes	no	unknown
6602	31	no	309	yes	no	unknown
6603	34	no	391	yes	yes	unknown
6604	32	no	1903	yes	no	unknown
6605	50	no	1605	yes	no	unknown
6606	36	no	141	yes	no	unknown
6607	58	no	-205	yes	no	unknown
6608	30	no	2150	yes	no	unknown
6609	36	no	111	yes	no	unknown
6610	31	no	57	yes	yes	unknown
6611	37	no	876	yes	no	unknown
6612	33	yes	2	no	no	unknown
6613	31	no	-357	yes	no	unknown
6614	37	no	13849	yes	no	unknown
6615	37	no	0	no	no	unknown
6616	40	no	5517	yes	no	unknown
6617	58	no	5505	yes	no	unknown
6618	46	no	4707	yes	no	unknown
6619	32	no	523	yes	no	unknown
6620	26	yes	-516	yes	no	unknown
6621	49	no	1878	yes	yes	unknown
6622	30	no	253	yes	no	unknown
6623	33	no	471	no	no	unknown
6624	44	no	-315	yes	no	unknown
6625	34	no	240	yes	no	unknown
6626	31	no	1098	yes	no	unknown
6627	26	no	-211	yes	no	unknown
6628	31	no	9874	yes	no	unknown
6629	29	no	1008	yes	no	unknown
6630	36	no	165	yes	no	unknown
6631	52	no	3622	yes	yes	unknown
6632	31	no	92	yes	no	unknown
6633	53	no	7598	yes	no	unknown
6634	35	no	0	yes	no	unknown
6635	46	no	-143	yes	no	unknown
6636	39	no	540	yes	yes	unknown
6637	31	no	1495	yes	yes	unknown
6638	38	no	0	yes	no	unknown
6639	53	no	3316	yes	no	unknown
6640	27	no	3	yes	no	unknown
6641	34	no	387	yes	no	unknown
6642	40	no	33	no	no	unknown
6643	37	no	152	yes	no	unknown
6644	32	no	41	yes	yes	unknown
6645	60	no	1718	yes	no	unknown
6646	49	no	-287	yes	no	unknown
6647	30	no	2317	yes	no	unknown
6648	41	no	71	yes	no	unknown
6649	38	no	283	yes	no	unknown
6650	44	no	-627	yes	no	unknown
6651	56	no	-216	yes	no	unknown
6652	49	no	-347	yes	no	unknown
6653	50	no	199	yes	yes	unknown
6654	31	no	31	yes	yes	unknown
6655	52	no	0	yes	no	unknown
6656	58	no	674	yes	no	unknown
6657	37	no	-796	yes	yes	unknown
6658	43	no	470	yes	yes	unknown
6659	47	no	4063	yes	yes	unknown
6660	53	no	-372	yes	no	unknown
6661	32	no	1156	yes	no	unknown
6662	37	yes	-886	yes	no	unknown
6663	42	no	-245	no	yes	unknown
6664	33	no	157	yes	no	unknown
6665	37	no	510	yes	no	unknown
6666	40	no	-426	no	yes	unknown
6667	34	no	-436	yes	no	unknown
6668	41	no	320	yes	no	unknown
6669	59	no	0	no	yes	unknown
6670	30	no	541	yes	no	unknown
6671	32	no	1337	no	no	unknown
6672	42	no	-280	yes	no	unknown
6673	36	no	247	yes	no	unknown
6674	44	no	-1379	yes	yes	unknown
6675	49	no	383	yes	yes	unknown
6676	56	no	-85	yes	yes	unknown
6677	43	no	0	yes	no	unknown
6678	50	no	683	yes	yes	unknown
6679	58	no	295	yes	yes	unknown
6680	43	no	978	yes	yes	unknown
6681	33	no	105	yes	no	unknown
6682	34	no	503	yes	no	unknown
6683	36	no	-8	yes	no	unknown
6684	59	no	-396	yes	no	unknown
6685	46	no	-454	yes	no	unknown
6686	51	no	-380	yes	no	unknown
6687	35	no	1098	yes	no	unknown
6688	37	no	155	yes	no	unknown
6689	44	no	-54	yes	yes	unknown
6690	48	no	238	yes	no	unknown
6691	44	no	106	yes	no	unknown
6692	30	no	0	yes	no	unknown
6693	35	no	3888	no	no	unknown
6694	42	no	-138	yes	no	unknown
6695	46	no	1728	yes	no	unknown
6696	50	no	1651	yes	no	unknown
6697	37	no	0	yes	no	unknown
6698	56	no	463	no	no	unknown
6699	54	no	-361	yes	no	unknown
6700	33	no	-27	yes	no	unknown
6701	36	no	0	no	no	unknown
6702	39	no	0	yes	no	unknown
6703	35	no	-239	yes	no	unknown
6704	25	no	1182	yes	no	unknown
6705	37	no	0	yes	no	unknown
6706	44	no	1262	yes	no	unknown
6707	37	no	435	yes	no	unknown
6708	29	no	149	yes	no	unknown
6709	32	no	241	yes	no	unknown
6710	59	no	879	yes	no	unknown
6711	46	no	-171	yes	no	unknown
6712	34	no	241	yes	yes	unknown
6713	35	no	103	yes	no	unknown
6714	53	no	1925	yes	no	unknown
6715	48	no	-212	yes	yes	unknown
6716	35	no	-587	yes	no	unknown
6717	39	no	259	yes	no	unknown
6718	36	no	19	yes	yes	unknown
6719	32	no	86	yes	no	unknown
6720	30	no	214	yes	yes	unknown
6721	31	no	895	yes	no	unknown
6722	48	no	145	yes	no	unknown
6723	43	no	-1701	yes	no	unknown
6724	42	no	193	yes	no	unknown
6725	37	no	-255	yes	no	unknown
6726	40	no	19343	yes	no	unknown
6727	46	no	0	yes	no	unknown
6728	43	no	0	no	no	unknown
6729	53	no	137	no	yes	unknown
6730	30	no	-170	yes	yes	unknown
6731	40	no	-342	yes	no	unknown
6732	38	no	-673	yes	no	unknown
6733	40	no	193	yes	yes	unknown
6734	40	no	655	yes	no	unknown
6735	38	no	25	yes	yes	unknown
6736	49	no	305	yes	yes	unknown
6737	36	no	125	yes	no	unknown
6738	45	no	591	yes	no	unknown
6739	46	no	537	no	no	unknown
6740	42	no	-68	yes	yes	unknown
6741	35	no	-197	yes	no	unknown
6742	34	no	-538	yes	no	unknown
6743	47	no	-213	yes	no	unknown
6744	29	no	340	yes	yes	unknown
6745	34	no	-694	yes	no	unknown
6746	36	no	160	yes	no	unknown
6747	57	no	3284	yes	no	unknown
6748	47	no	191	yes	no	unknown
6749	53	no	1252	yes	no	unknown
6750	40	no	669	yes	no	unknown
6751	34	no	2064	yes	no	unknown
6752	33	no	-53	yes	no	unknown
6753	30	no	-754	yes	yes	unknown
6754	31	no	89	yes	no	unknown
6755	54	no	153	yes	yes	unknown
6756	35	no	788	yes	no	unknown
6757	35	no	947	yes	no	unknown
6758	32	no	358	no	no	unknown
6759	29	no	1395	yes	no	unknown
6760	34	no	-563	yes	no	unknown
6761	39	no	97	yes	yes	unknown
6762	41	yes	-651	yes	yes	unknown
6763	36	no	101	yes	yes	unknown
6764	29	no	494	yes	no	unknown
6765	44	no	902	no	no	unknown
6766	43	no	527	yes	no	unknown
6767	38	no	322	yes	no	unknown
6768	39	no	-606	yes	no	unknown
6769	31	no	747	yes	no	unknown
6770	54	no	682	yes	yes	unknown
6771	32	no	18	no	no	unknown
6772	58	no	0	yes	no	unknown
6773	32	no	405	yes	no	unknown
6774	31	no	298	yes	yes	unknown
6775	33	no	1595	yes	no	unknown
6776	28	no	1107	yes	no	unknown
6777	31	no	682	yes	no	unknown
6778	34	no	-287	yes	yes	unknown
6779	31	no	2229	yes	no	unknown
6780	28	no	7544	yes	no	unknown
6781	37	no	3429	yes	yes	unknown
6782	32	no	-204	yes	yes	unknown
6783	50	no	14	yes	yes	unknown
6784	45	no	61	yes	no	unknown
6785	34	no	635	yes	no	unknown
6786	56	no	0	yes	no	unknown
6787	26	no	245	yes	no	unknown
6788	37	no	-476	yes	no	unknown
6789	33	no	-424	yes	no	unknown
6790	47	no	-545	yes	yes	unknown
6791	33	no	9725	yes	no	unknown
6792	27	no	162	no	no	unknown
6793	34	no	-175	yes	no	unknown
6794	44	no	-75	yes	no	unknown
6795	37	no	695	yes	no	unknown
6796	45	no	18	yes	no	unknown
6797	55	no	-473	yes	no	unknown
6798	31	no	360	yes	no	unknown
6799	34	no	-367	yes	no	unknown
6800	58	no	0	yes	no	unknown
6801	39	no	-72	yes	no	unknown
6802	31	no	-110	yes	no	unknown
6803	40	no	-396	yes	no	unknown
6804	37	no	125	no	no	unknown
6805	36	no	605	yes	no	unknown
6806	28	no	880	yes	no	unknown
6807	31	no	-309	yes	no	unknown
6808	33	no	1746	yes	no	unknown
6809	33	no	95	yes	no	unknown
6810	28	no	48	no	no	unknown
6811	48	no	569	yes	yes	unknown
6812	28	no	930	yes	yes	unknown
6813	33	no	320	yes	yes	unknown
6814	29	no	258	yes	no	unknown
6815	40	no	277	yes	no	unknown
6816	28	no	102	yes	no	unknown
6817	59	no	93	no	no	unknown
6818	51	no	21	no	no	unknown
6819	47	no	2070	yes	yes	unknown
6820	25	no	96	no	no	unknown
6821	45	no	2316	yes	no	unknown
6822	59	no	174	yes	yes	unknown
6823	33	no	-297	yes	no	unknown
6824	34	no	-465	no	no	unknown
6825	48	no	0	yes	no	unknown
6826	39	no	519	yes	yes	unknown
6827	47	no	192	yes	no	unknown
6828	43	no	314	yes	yes	unknown
6829	31	no	-274	yes	no	unknown
6830	29	no	283	no	yes	unknown
6831	51	yes	-1013	yes	no	unknown
6832	32	no	-376	yes	no	unknown
6833	35	no	207	yes	no	unknown
6834	34	no	66	yes	no	unknown
6835	47	no	1573	yes	no	unknown
6836	33	no	5	yes	no	unknown
6837	34	no	7216	yes	no	unknown
6838	26	no	-330	yes	yes	unknown
6839	32	no	2619	yes	no	unknown
6840	57	no	138	no	no	unknown
6841	49	no	-236	yes	no	unknown
6842	30	no	764	no	no	unknown
6843	33	no	-45	yes	no	unknown
6844	34	no	1257	yes	no	unknown
6845	40	no	3311	yes	yes	unknown
6846	29	no	1185	yes	no	unknown
6847	28	no	0	yes	no	unknown
6848	31	no	-452	yes	no	unknown
6849	27	no	-446	yes	no	unknown
6850	30	no	265	yes	no	unknown
6851	27	no	293	yes	no	unknown
6852	54	no	-305	yes	no	unknown
6853	35	no	690	yes	no	unknown
6854	33	no	2720	yes	no	unknown
6855	36	no	-140	yes	no	unknown
6856	26	no	1256	no	no	unknown
6857	32	no	620	yes	no	unknown
6858	30	no	-95	yes	yes	unknown
6859	39	no	1	yes	no	unknown
6860	29	no	354	yes	no	unknown
6861	32	no	494	yes	no	unknown
6862	39	no	116	yes	no	unknown
6863	44	no	476	yes	yes	unknown
6864	38	no	791	yes	no	unknown
6865	51	no	53	yes	no	unknown
6866	39	no	-1026	yes	no	unknown
6867	37	no	316	yes	no	unknown
6868	41	no	457	yes	yes	unknown
6869	41	no	-556	yes	yes	unknown
6870	29	no	2	yes	yes	unknown
6871	32	no	0	yes	yes	unknown
6872	29	no	484	yes	no	unknown
6873	34	no	200	yes	no	unknown
6874	54	no	-415	yes	no	unknown
6875	33	no	899	yes	no	unknown
6876	26	no	205	no	no	unknown
6877	52	no	241	yes	no	unknown
