CustID,age,job,marital,education
10956,52,blue-collar,married,primary
10957,39,management,divorced,tertiary
10958,51,admin.,divorced,secondary
10959,38,technician,divorced,tertiary
10960,35,admin.,married,secondary
10961,48,management,married,unknown
10962,58,blue-collar,married,secondary
10963,51,management,married,secondary
10964,45,technician,married,secondary
10965,26,blue-collar,single,primary
10966,40,blue-collar,married,secondary
10967,35,blue-collar,married,secondary
10968,49,management,married,secondary
10969,50,blue-collar,married,primary
10970,37,self-employed,divorced,secondary
10971,37,services,married,secondary
10972,34,entrepreneur,married,tertiary
10973,56,blue-collar,married,primary
10974,39,housemaid,divorced,secondary
10975,59,housemaid,married,primary
10976,36,services,married,secondary
10977,25,blue-collar,single,primary
10978,40,unemployed,single,secondary
10979,38,blue-collar,single,secondary
10980,49,housemaid,married,secondary
10981,39,admin.,divorced,secondary
10982,37,blue-collar,married,secondary
10983,43,services,single,secondary
10984,41,technician,single,secondary
10985,35,admin.,married,secondary
10986,41,entrepreneur,single,secondary
10987,52,blue-collar,married,secondary
10988,56,management,divorced,tertiary
10989,58,blue-collar,married,secondary
10990,56,management,divorced,primary
10991,57,blue-collar,married,primary
10992,46,technician,married,secondary
10993,38,blue-collar,married,primary
10994,36,self-employed,single,tertiary
10995,49,technician,married,secondary
10996,49,housemaid,married,primary
10997,52,entrepreneur,married,tertiary
10998,40,blue-collar,married,primary
10999,46,services,married,tertiary
11000,42,technician,married,secondary
11001,38,admin.,married,primary
11002,39,blue-collar,married,secondary
11003,35,services,married,secondary
11004,38,admin.,married,secondary
11005,40,management,married,secondary
11006,58,retired,divorced,primary
11007,25,admin.,single,secondary
11008,57,services,divorced,primary
11009,35,unemployed,married,primary
11010,39,blue-collar,single,primary
11011,41,management,single,tertiary
11012,57,housemaid,married,secondary
11013,35,blue-collar,married,secondary
11014,32,student,single,unknown
11015,54,retired,single,primary
11016,40,technician,divorced,secondary
11017,39,services,married,secondary
11018,61,retired,married,secondary
11019,59,management,married,tertiary
11020,40,admin.,divorced,secondary
11021,53,management,married,secondary
11022,46,blue-collar,married,primary
11023,45,blue-collar,married,primary
11024,35,housemaid,single,unknown
11025,48,entrepreneur,married,unknown
11026,35,blue-collar,single,primary
11027,50,housemaid,married,primary
11028,45,housemaid,married,secondary
11029,39,blue-collar,married,primary
11030,44,self-employed,married,tertiary
11031,38,blue-collar,divorced,secondary
11032,38,services,single,secondary
11033,41,management,married,tertiary
11034,52,management,married,primary
11035,49,blue-collar,married,secondary
11036,38,blue-collar,married,secondary
11037,35,services,married,secondary
11038,39,management,married,primary
11039,39,blue-collar,single,secondary
11040,54,retired,married,secondary
11041,59,admin.,married,unknown
11042,35,blue-collar,single,secondary
11043,28,admin.,single,secondary
11044,49,blue-collar,married,secondary
11045,47,retired,married,primary
11046,38,self-employed,single,secondary
11047,43,technician,divorced,secondary
11048,47,technician,divorced,secondary
11049,57,self-employed,married,unknown
11050,42,entrepreneur,married,tertiary
11051,41,services,married,secondary
11052,39,blue-collar,single,secondary
11053,37,management,married,tertiary
11054,41,admin.,single,secondary
11055,38,admin.,single,secondary
11056,37,management,single,secondary
11057,55,admin.,married,secondary
11058,36,blue-collar,married,primary
11059,47,blue-collar,married,primary
11060,48,services,married,secondary
11061,48,entrepreneur,married,secondary
11062,45,blue-collar,married,primary
11063,44,management,married,tertiary
11064,42,admin.,married,secondary
11065,54,retired,married,primary
11066,36,management,married,tertiary
11067,50,management,married,tertiary
11068,49,retired,married,primary
11069,48,technician,married,secondary
11070,53,retired,single,secondary
11071,39,management,married,tertiary
11072,54,technician,married,secondary
11073,50,blue-collar,married,primary
11074,49,blue-collar,married,primary
11075,59,retired,married,primary
11076,60,services,divorced,secondary
11077,43,housemaid,divorced,primary
11078,53,self-employed,married,tertiary
11079,36,technician,married,tertiary
11080,59,entrepreneur,married,tertiary
11081,27,technician,single,unknown
11082,38,blue-collar,divorced,secondary
11083,50,management,married,tertiary
11084,40,admin.,divorced,secondary
11085,60,blue-collar,married,primary
11086,45,technician,married,secondary
11087,36,blue-collar,single,secondary
11088,59,management,married,tertiary
11089,35,blue-collar,married,primary
11090,44,blue-collar,married,primary
11091,45,entrepreneur,divorced,tertiary
11092,38,blue-collar,married,primary
11093,46,self-employed,married,primary
11094,37,management,married,primary
11095,53,retired,divorced,secondary
11096,44,housemaid,married,secondary
11097,59,retired,married,tertiary
11098,57,housemaid,married,primary
11099,51,retired,married,secondary
11100,41,management,single,tertiary
11101,45,blue-collar,married,unknown
11102,49,technician,single,tertiary
11103,44,blue-collar,married,secondary
11104,38,housemaid,married,secondary
11105,53,admin.,single,secondary
11106,39,blue-collar,single,secondary
11107,50,management,married,unknown
11108,54,management,married,tertiary
11109,60,blue-collar,married,unknown
11110,52,retired,married,unknown
11111,58,admin.,married,primary
11112,59,self-employed,married,secondary
11113,51,admin.,single,unknown
11114,42,self-employed,divorced,tertiary
11115,38,self-employed,single,secondary
11116,39,blue-collar,married,secondary
11117,49,services,divorced,secondary
11118,37,self-employed,married,secondary
11119,54,housemaid,married,unknown
11120,51,blue-collar,married,unknown
11121,42,housemaid,married,primary
11122,58,management,married,unknown
11123,37,services,divorced,secondary
11124,37,admin.,married,unknown
11125,45,management,married,tertiary
11126,51,housemaid,married,unknown
11127,36,self-employed,married,tertiary
11128,43,management,married,tertiary
11129,51,blue-collar,married,primary
11130,42,technician,married,unknown
11131,42,blue-collar,married,secondary
11132,38,blue-collar,married,secondary
11133,60,retired,married,primary
11134,57,housemaid,married,primary
11135,57,housemaid,divorced,primary
11136,59,retired,single,secondary
11137,57,services,divorced,primary
11138,40,technician,married,secondary
11139,31,blue-collar,single,secondary
11140,49,entrepreneur,married,tertiary
11141,42,self-employed,married,tertiary
11142,39,admin.,single,secondary
11143,54,management,married,tertiary
11144,52,blue-collar,married,primary
11145,39,services,divorced,secondary
11146,46,services,married,secondary
11147,51,unknown,married,unknown
11148,59,retired,married,unknown
11149,40,admin.,divorced,secondary
11150,58,housemaid,married,secondary
11151,35,services,married,secondary
11152,37,blue-collar,single,primary
11153,56,unknown,divorced,primary
11154,52,housemaid,married,primary
11155,56,blue-collar,married,secondary
11156,53,technician,married,tertiary
11157,45,unknown,married,primary
11158,49,management,married,tertiary
11159,41,housemaid,single,primary
11160,47,blue-collar,married,secondary
11161,50,blue-collar,married,tertiary
11162,43,admin.,divorced,secondary
11163,40,unemployed,divorced,secondary
11164,38,blue-collar,married,primary
11165,35,blue-collar,divorced,unknown
11166,36,management,single,tertiary
11167,38,services,married,secondary
11168,45,management,married,tertiary
11169,58,unknown,married,unknown
11170,38,blue-collar,married,secondary
11171,36,blue-collar,married,secondary
11172,44,blue-collar,married,secondary
11173,58,technician,married,primary
11174,51,technician,married,secondary
11175,40,blue-collar,single,primary
11176,23,student,single,secondary
11177,50,blue-collar,married,unknown
11178,45,housemaid,divorced,primary
11179,49,blue-collar,divorced,secondary
11180,55,retired,married,primary
11181,40,blue-collar,married,secondary
11182,45,technician,divorced,secondary
11183,45,self-employed,married,primary
11184,48,admin.,married,secondary
11185,56,blue-collar,married,secondary
11186,41,housemaid,divorced,secondary
11187,38,admin.,married,primary
11188,59,technician,married,tertiary
11189,25,blue-collar,married,primary
11190,57,housemaid,married,primary
11191,54,admin.,married,secondary
11192,36,services,married,secondary
11193,36,unemployed,single,tertiary
11194,36,services,married,secondary
11195,48,management,married,secondary
11196,39,retired,married,secondary
11197,32,management,single,tertiary
11198,43,entrepreneur,married,tertiary
11199,36,management,married,tertiary
11200,59,management,married,tertiary
11201,42,self-employed,married,tertiary
11202,37,admin.,single,secondary
11203,28,technician,single,tertiary
11204,40,services,married,secondary
11205,41,management,married,tertiary
11206,44,management,single,tertiary
11207,42,blue-collar,married,unknown
11208,41,unknown,single,unknown
11209,55,housemaid,married,primary
11210,60,housemaid,married,secondary
11211,48,technician,married,tertiary
11212,58,management,married,tertiary
11213,56,retired,married,primary
11214,51,retired,married,primary
11215,37,entrepreneur,single,tertiary
11216,49,services,single,secondary
11217,58,retired,married,primary
11218,36,unemployed,married,secondary
11219,41,entrepreneur,married,secondary
11220,43,retired,married,primary
11221,45,unknown,married,unknown
11222,37,management,single,tertiary
11223,39,admin.,single,tertiary
11224,36,blue-collar,married,secondary
11225,46,unknown,married,primary
11226,57,management,married,tertiary
11227,40,services,married,secondary
11228,37,blue-collar,married,primary
11229,35,technician,single,tertiary
11230,45,services,married,primary
11231,56,housemaid,single,primary
11232,35,management,married,tertiary
11233,54,retired,married,secondary
11234,51,entrepreneur,single,tertiary
11235,39,self-employed,married,tertiary
11236,38,services,divorced,primary
11237,49,admin.,married,secondary
11238,38,blue-collar,single,tertiary
11239,32,technician,divorced,secondary
11240,57,admin.,married,secondary
11241,41,self-employed,single,tertiary
11242,40,admin.,single,tertiary
11243,44,blue-collar,married,primary
11244,45,services,married,secondary
11245,52,admin.,married,secondary
11246,36,blue-collar,married,secondary
11247,52,unemployed,married,unknown
11248,36,admin.,divorced,secondary
11249,58,housemaid,married,tertiary
11250,43,technician,single,secondary
11251,48,blue-collar,married,primary
11252,60,management,married,tertiary
11253,29,admin.,single,secondary
11254,37,blue-collar,married,primary
11255,40,services,single,secondary
11256,31,blue-collar,married,secondary
11257,40,blue-collar,married,primary
11258,36,blue-collar,married,primary
11259,36,admin.,married,secondary
11260,51,blue-collar,married,primary
11261,55,management,married,tertiary
11262,44,technician,married,tertiary
11263,48,admin.,married,secondary
11264,59,retired,single,secondary
11265,47,management,single,tertiary
11266,42,blue-collar,married,primary
11267,40,technician,married,secondary
11268,39,blue-collar,married,unknown
11269,40,blue-collar,divorced,secondary
11270,56,technician,married,secondary
11271,47,management,married,unknown
11272,34,blue-collar,married,secondary
11273,38,blue-collar,married,secondary
11274,37,unemployed,single,tertiary
11275,38,blue-collar,single,primary
11276,52,management,divorced,tertiary
11277,35,blue-collar,married,secondary
11278,31,technician,single,secondary
11279,37,management,single,tertiary
11280,53,self-employed,divorced,tertiary
11281,45,management,married,tertiary
11282,44,services,single,secondary
11283,49,unknown,married,primary
11284,37,blue-collar,married,secondary
11285,39,management,married,unknown
11286,55,blue-collar,married,secondary
11287,46,services,married,secondary
11288,38,technician,married,tertiary
11289,55,admin.,married,secondary
11290,39,services,married,secondary
11291,46,blue-collar,married,primary
11292,53,retired,married,secondary
11293,40,entrepreneur,married,secondary
11294,37,services,married,primary
11295,46,management,divorced,secondary
11296,55,blue-collar,divorced,primary
11297,56,blue-collar,divorced,primary
11298,38,blue-collar,divorced,primary
11299,49,admin.,divorced,secondary
11300,58,admin.,married,secondary
11301,46,management,married,secondary
11302,41,services,married,secondary
11303,40,management,married,secondary
11304,56,admin.,married,secondary
11305,45,blue-collar,married,primary
11306,44,retired,married,secondary
11307,57,retired,single,secondary
11308,44,blue-collar,married,secondary
11309,35,unemployed,divorced,secondary
11310,52,admin.,married,secondary
11311,53,housemaid,divorced,secondary
11312,47,services,married,secondary
11313,35,blue-collar,divorced,primary
11314,36,unemployed,married,primary
11315,44,services,married,secondary
11316,46,technician,married,tertiary
11317,57,entrepreneur,married,secondary
11318,39,management,single,secondary
11319,59,management,married,tertiary
11320,49,blue-collar,married,tertiary
11321,51,services,married,secondary
11322,54,management,married,tertiary
11323,43,services,married,secondary
11324,45,technician,divorced,secondary
11325,36,housemaid,married,secondary
11326,48,technician,married,unknown
11327,50,unemployed,married,secondary
11328,39,admin.,married,secondary
11329,36,services,single,primary
11330,39,self-employed,married,tertiary
11331,49,blue-collar,married,primary
11332,51,housemaid,married,primary
11333,57,blue-collar,married,unknown
11334,43,services,married,secondary
11335,53,self-employed,married,tertiary
11336,49,management,married,tertiary
11337,45,housemaid,divorced,primary
11338,42,blue-collar,married,secondary
11339,37,housemaid,married,secondary
11340,57,entrepreneur,married,unknown
11341,58,retired,married,primary
11342,36,blue-collar,married,primary
11343,38,admin.,married,secondary
11344,50,unknown,single,unknown
11345,55,entrepreneur,married,secondary
11346,49,entrepreneur,married,secondary
11347,36,technician,married,secondary
11348,50,blue-collar,married,primary
11349,40,admin.,married,secondary
11350,36,student,single,secondary
11351,54,blue-collar,married,primary
11352,39,blue-collar,married,secondary
11353,40,housemaid,married,secondary
11354,36,blue-collar,married,secondary
11355,47,housemaid,single,tertiary
11356,60,retired,single,secondary
11357,39,blue-collar,married,primary
11358,36,blue-collar,married,primary
11359,52,management,married,tertiary
11360,44,unemployed,married,secondary
11361,59,retired,married,secondary
11362,42,unknown,single,secondary
11363,38,blue-collar,divorced,primary
11364,54,technician,married,unknown
11365,38,services,single,primary
11366,48,blue-collar,single,secondary
11367,55,retired,married,secondary
11368,40,blue-collar,married,secondary
11369,55,technician,married,secondary
11370,47,services,married,secondary
11371,59,entrepreneur,married,tertiary
11372,43,blue-collar,married,primary
11373,55,entrepreneur,married,primary
11374,58,management,married,primary
11375,41,blue-collar,divorced,primary
11376,56,self-employed,married,secondary
11377,39,blue-collar,married,primary
11378,47,housemaid,divorced,secondary
11379,37,technician,married,secondary
11380,44,management,married,tertiary
11381,47,housemaid,single,tertiary
11382,38,services,married,secondary
11383,38,services,married,secondary
11384,40,services,married,secondary
11385,38,blue-collar,married,primary
11386,40,technician,married,secondary
11387,55,blue-collar,married,primary
11388,49,admin.,married,secondary
11389,49,blue-collar,married,primary
11390,54,blue-collar,married,secondary
11391,40,management,married,tertiary
11392,47,blue-collar,married,primary
11393,43,blue-collar,married,secondary
11394,45,management,married,primary
11395,52,unknown,married,unknown
11396,36,student,single,unknown
11397,43,management,divorced,tertiary
11398,36,management,married,primary
11399,47,housemaid,divorced,primary
11400,43,housemaid,married,secondary
11401,35,blue-collar,married,primary
11402,35,admin.,single,secondary
11403,41,services,married,secondary
11404,40,management,married,secondary
11405,50,technician,married,tertiary
11406,35,admin.,single,secondary
11407,56,blue-collar,married,secondary
11408,43,blue-collar,single,primary
11409,54,retired,married,primary
11410,49,management,married,secondary
11411,51,housemaid,married,primary
11412,53,unemployed,married,secondary
11413,56,retired,married,primary
11414,48,blue-collar,married,primary
11415,35,admin.,married,secondary
11416,44,management,single,tertiary
11417,35,blue-collar,married,tertiary
11418,48,blue-collar,married,secondary
11419,37,services,married,secondary
11420,60,housemaid,married,primary
11421,44,management,married,tertiary
11422,27,admin.,single,secondary
11423,38,unemployed,married,primary
11424,40,housemaid,married,secondary
11425,38,management,divorced,tertiary
11426,51,technician,divorced,primary
11427,52,entrepreneur,divorced,tertiary
11428,58,retired,married,primary
11429,55,management,married,tertiary
11430,39,services,married,secondary
11431,37,technician,single,secondary
11432,52,housemaid,married,primary
11433,49,blue-collar,married,primary
11434,42,unemployed,married,secondary
11435,46,management,single,tertiary
11436,43,management,single,tertiary
11437,36,entrepreneur,married,primary
11438,47,housemaid,married,tertiary
11439,41,blue-collar,married,secondary
11440,46,management,divorced,tertiary
11441,40,services,married,secondary
11442,36,management,married,tertiary
11443,48,management,divorced,tertiary
11444,35,management,single,tertiary
11445,38,entrepreneur,married,secondary
11446,40,unemployed,divorced,secondary
11447,55,housemaid,divorced,primary
11448,59,retired,married,primary
11449,50,technician,married,secondary
11450,39,services,married,secondary
11451,46,technician,married,tertiary
11452,39,management,divorced,tertiary
11453,52,services,married,secondary
11454,32,blue-collar,divorced,secondary
11455,24,blue-collar,single,secondary
11456,47,retired,divorced,primary
11457,47,blue-collar,married,primary
11458,40,blue-collar,married,secondary
11459,30,management,single,tertiary
11460,39,services,married,secondary
11461,50,unemployed,married,primary
11462,35,blue-collar,married,primary
11463,56,technician,married,secondary
11464,36,blue-collar,single,secondary
11465,33,blue-collar,divorced,secondary
11466,29,management,single,tertiary
11467,27,technician,married,secondary
11468,31,blue-collar,married,primary
11469,39,blue-collar,married,primary
11470,58,retired,married,tertiary
11471,36,technician,single,secondary
11472,50,technician,married,tertiary
11473,49,housemaid,married,primary
11474,37,blue-collar,married,secondary
11475,37,blue-collar,married,primary
11476,45,services,married,primary
11477,36,entrepreneur,single,tertiary
11478,44,blue-collar,married,primary
11479,37,technician,married,secondary
11480,41,blue-collar,married,primary
11481,41,management,divorced,tertiary
11482,54,housemaid,married,secondary
11483,48,technician,married,unknown
11484,44,admin.,married,secondary
11485,49,blue-collar,married,primary
11486,39,technician,single,secondary
11487,47,retired,married,secondary
11488,56,housemaid,married,primary
11489,49,housemaid,married,primary
11490,40,services,married,secondary
11491,38,blue-collar,married,secondary
11492,40,management,married,tertiary
11493,36,services,married,secondary
11494,38,blue-collar,divorced,secondary
11495,46,services,divorced,secondary
11496,48,housemaid,married,primary
11497,36,blue-collar,married,secondary
11498,39,unemployed,married,tertiary
11499,38,services,married,tertiary
11500,48,blue-collar,divorced,secondary
11501,35,blue-collar,married,secondary
11502,34,services,married,secondary
11503,50,self-employed,married,primary
11504,52,retired,divorced,tertiary
11505,46,technician,married,secondary
11506,51,management,married,secondary
11507,35,services,married,secondary
11508,57,blue-collar,married,primary
11509,38,blue-collar,married,secondary
11510,36,blue-collar,married,primary
11511,36,blue-collar,married,primary
11512,37,blue-collar,single,secondary
11513,58,technician,married,secondary
11514,31,technician,divorced,secondary
11515,59,blue-collar,married,secondary
11516,52,unemployed,married,secondary
11517,45,management,married,tertiary
11518,47,blue-collar,divorced,primary
11519,40,services,married,secondary
11520,51,management,married,unknown
11521,29,technician,single,secondary
11522,46,technician,divorced,secondary
11523,33,admin.,married,secondary
11524,43,technician,married,unknown
11525,36,blue-collar,married,primary
11526,44,management,married,unknown
11527,58,retired,married,primary
11528,41,management,single,unknown
11529,39,management,married,tertiary
11530,51,services,married,primary
11531,45,entrepreneur,single,tertiary
11532,44,self-employed,married,secondary
11533,30,services,single,tertiary
11534,57,blue-collar,divorced,primary
11535,50,management,married,primary
11536,47,management,divorced,unknown
11537,48,technician,single,tertiary
11538,37,services,married,secondary
11539,52,management,married,primary
11540,43,management,married,tertiary
11541,48,management,married,tertiary
11542,36,blue-collar,divorced,secondary
11543,42,entrepreneur,single,unknown
11544,42,management,married,tertiary
11545,41,technician,married,secondary
11546,51,admin.,married,secondary
11547,37,management,married,tertiary
11548,42,services,divorced,secondary
11549,37,blue-collar,married,primary
11550,45,blue-collar,married,secondary
11551,32,blue-collar,married,secondary
11552,35,services,married,secondary
11553,41,blue-collar,married,secondary
11554,37,admin.,married,primary
11555,44,unemployed,single,primary
11556,36,services,married,secondary
11557,59,blue-collar,married,secondary
11558,36,blue-collar,divorced,secondary
11559,60,admin.,married,secondary
11560,29,management,single,tertiary
11561,39,blue-collar,single,primary
11562,56,retired,married,tertiary
11563,54,blue-collar,married,primary
11564,38,technician,married,tertiary
11565,47,retired,married,tertiary
11566,35,blue-collar,single,unknown
11567,48,services,single,unknown
11568,55,retired,married,tertiary
11569,51,housemaid,married,primary
11570,39,management,married,tertiary
11571,57,services,married,secondary
11572,38,technician,single,tertiary
11573,39,blue-collar,married,primary
11574,55,blue-collar,married,secondary
11575,37,services,married,secondary
11576,54,blue-collar,married,secondary
11577,37,blue-collar,married,primary
11578,38,blue-collar,married,primary
11579,41,blue-collar,married,primary
11580,53,housemaid,married,secondary
11581,59,retired,married,primary
11582,46,blue-collar,married,secondary
11583,38,technician,married,secondary
11584,57,retired,married,primary
11585,48,blue-collar,married,primary
11586,49,management,married,primary
11587,40,blue-collar,married,secondary
11588,38,blue-collar,married,primary
11589,38,self-employed,married,secondary
11590,52,technician,divorced,tertiary
11591,39,blue-collar,married,secondary
11592,42,blue-collar,married,secondary
11593,36,unemployed,single,secondary
11594,48,unemployed,single,tertiary
11595,36,blue-collar,single,primary
11596,53,technician,married,tertiary
11597,30,technician,single,secondary
11598,29,management,single,secondary
11599,60,management,married,primary
11600,30,blue-collar,married,secondary
11601,49,retired,married,primary
11602,44,housemaid,married,primary
11603,36,blue-collar,single,secondary
11604,49,services,divorced,secondary
11605,55,entrepreneur,divorced,tertiary
11606,57,management,divorced,unknown
11607,58,services,married,secondary
11608,37,services,married,secondary
11609,50,blue-collar,divorced,primary
11610,46,entrepreneur,married,secondary
11611,37,management,single,tertiary
11612,41,admin.,married,tertiary
11613,51,self-employed,married,tertiary
11614,40,admin.,married,secondary
11615,51,management,single,secondary
11616,55,management,divorced,tertiary
11617,47,technician,married,tertiary
11618,39,technician,single,secondary
11619,38,management,married,tertiary
11620,59,retired,married,primary
11621,38,services,married,secondary
11622,39,management,married,secondary
11623,36,management,single,tertiary
11624,49,technician,married,secondary
11625,36,housemaid,married,tertiary
11626,53,technician,single,secondary
11627,37,housemaid,married,secondary
11628,45,technician,married,tertiary
11629,46,blue-collar,married,tertiary
11630,55,technician,married,tertiary
11631,50,blue-collar,married,secondary
11632,37,services,married,secondary
11633,55,technician,married,unknown
11634,55,entrepreneur,divorced,primary
11635,39,admin.,married,primary
11636,48,unknown,married,unknown
11637,35,admin.,married,secondary
11638,35,admin.,single,primary
11639,39,self-employed,single,tertiary
11640,53,blue-collar,married,primary
11641,39,admin.,divorced,secondary
11642,37,admin.,married,secondary
11643,38,services,divorced,secondary
11644,58,entrepreneur,married,secondary
11645,35,blue-collar,single,primary
11646,50,blue-collar,married,unknown
11647,37,services,single,secondary
11648,56,admin.,single,secondary
11649,59,blue-collar,married,primary
11650,42,blue-collar,single,primary
11651,39,housemaid,married,primary
11652,58,blue-collar,married,primary
11653,30,services,married,secondary
11654,59,retired,married,primary
11655,43,blue-collar,married,primary
11656,39,services,single,secondary
11657,53,retired,married,secondary
11658,43,management,married,tertiary
11659,43,services,divorced,unknown
11660,50,housemaid,married,primary
11661,35,admin.,married,secondary
11662,47,admin.,married,secondary
11663,52,blue-collar,divorced,primary
11664,44,technician,married,secondary
11665,51,blue-collar,married,secondary
11666,57,technician,divorced,secondary
11667,52,blue-collar,married,secondary
11668,47,blue-collar,married,secondary
11669,59,services,married,primary
11670,50,management,married,tertiary
11671,37,admin.,single,tertiary
11672,53,entrepreneur,divorced,tertiary
11673,36,admin.,married,secondary
11674,39,blue-collar,married,primary
11675,41,blue-collar,married,secondary
11676,35,blue-collar,married,secondary
11677,50,entrepreneur,married,tertiary
11678,41,entrepreneur,married,tertiary
11679,45,management,married,tertiary
11680,38,admin.,single,secondary
11681,42,admin.,married,secondary
11682,53,blue-collar,married,secondary
11683,35,blue-collar,married,unknown
11684,46,technician,married,secondary
11685,44,admin.,married,secondary
11686,49,blue-collar,single,unknown
11687,35,technician,single,tertiary
11688,49,management,married,tertiary
11689,37,entrepreneur,married,tertiary
11690,40,services,married,unknown
11691,47,blue-collar,married,secondary
11692,55,housemaid,married,primary
11693,53,self-employed,married,tertiary
11694,55,management,married,tertiary
11695,37,blue-collar,single,secondary
11696,54,technician,divorced,unknown
11697,53,services,single,secondary
11698,28,blue-collar,single,secondary
11699,42,blue-collar,married,primary
11700,38,management,single,tertiary
11701,38,management,married,tertiary
11702,37,admin.,married,tertiary
11703,47,blue-collar,married,primary
11704,42,housemaid,married,unknown
11705,38,admin.,married,secondary
11706,44,management,married,tertiary
11707,54,technician,single,unknown
11708,35,services,married,unknown
11709,51,admin.,married,secondary
11710,41,blue-collar,married,primary
11711,46,housemaid,married,unknown
11712,36,admin.,single,secondary
11713,41,management,divorced,secondary
11714,49,blue-collar,married,unknown
11715,39,blue-collar,married,primary
11716,39,technician,married,secondary
11717,39,technician,divorced,tertiary
11718,60,retired,single,primary
11719,40,management,married,tertiary
11720,51,blue-collar,married,primary
11721,49,entrepreneur,married,tertiary
11722,37,management,married,tertiary
11723,56,entrepreneur,married,secondary
11724,54,retired,married,primary
11725,45,housemaid,married,primary
11726,39,housemaid,married,tertiary
11727,36,entrepreneur,married,tertiary
11728,39,management,married,tertiary
11729,33,self-employed,married,tertiary
11730,42,technician,single,tertiary
11731,58,unemployed,single,primary
11732,36,blue-collar,single,primary
11733,41,entrepreneur,married,primary
11734,51,housemaid,married,primary
11735,55,blue-collar,married,primary
11736,48,blue-collar,single,primary
11737,36,technician,married,tertiary
11738,42,management,married,secondary
11739,54,unknown,married,secondary
11740,40,admin.,married,secondary
11741,39,management,married,secondary
11742,54,technician,married,tertiary
11743,45,management,married,tertiary
11744,57,admin.,divorced,primary
11745,57,management,divorced,unknown
11746,58,management,divorced,primary
11747,38,entrepreneur,married,secondary
11748,36,technician,single,tertiary
11749,51,admin.,married,secondary
11750,56,management,married,tertiary
11751,46,management,single,primary
11752,31,technician,married,secondary
11753,30,self-employed,divorced,secondary
11754,58,management,married,primary
11755,36,management,married,tertiary
11756,35,self-employed,married,tertiary
11757,37,services,single,secondary
11758,49,blue-collar,married,secondary
11759,38,blue-collar,married,primary
11760,30,self-employed,married,secondary
11761,34,management,married,primary
11762,55,blue-collar,married,primary
11763,56,blue-collar,married,primary
11764,44,management,married,tertiary
11765,37,housemaid,single,primary
11766,50,blue-collar,married,unknown
11767,45,blue-collar,married,primary
11768,58,self-employed,married,secondary
11769,38,technician,married,secondary
11770,35,management,single,tertiary
11771,38,services,married,secondary
11772,49,entrepreneur,married,secondary
11773,50,management,married,tertiary
11774,39,blue-collar,married,primary
11775,45,housemaid,married,secondary
11776,48,blue-collar,married,primary
11777,55,retired,married,secondary
11778,37,services,single,tertiary
11779,55,technician,married,primary
11780,39,admin.,single,tertiary
11781,50,retired,married,primary
11782,59,retired,married,primary
11783,39,blue-collar,married,secondary
11784,50,retired,married,secondary
11785,38,technician,single,tertiary
11786,52,technician,married,unknown
11787,43,housemaid,single,primary
11788,35,services,single,secondary
11789,41,technician,married,secondary
11790,41,management,married,tertiary
11791,37,blue-collar,married,secondary
11792,41,technician,married,secondary
11793,60,management,married,primary
11794,48,admin.,single,secondary
11795,55,technician,married,tertiary
11796,61,retired,married,secondary
11797,54,blue-collar,single,unknown
11798,49,management,married,tertiary
11799,39,blue-collar,married,primary
11800,48,blue-collar,married,primary
11801,42,entrepreneur,married,tertiary
11802,37,technician,single,secondary
11803,47,unemployed,married,secondary
11804,50,admin.,married,secondary
11805,49,services,married,secondary
11806,41,management,married,tertiary
11807,48,admin.,single,primary
11808,35,blue-collar,married,secondary
11809,55,management,single,tertiary
11810,43,management,married,tertiary
11811,53,retired,married,secondary
11812,39,admin.,married,secondary
11813,57,retired,married,primary
11814,34,blue-collar,single,primary
11815,52,entrepreneur,married,primary
11816,60,blue-collar,married,primary
11817,57,retired,married,primary
11818,36,admin.,single,secondary
11819,42,entrepreneur,married,tertiary
11820,37,services,single,secondary
11821,55,housemaid,divorced,primary
11822,36,self-employed,single,secondary
11823,50,blue-collar,married,primary
11824,45,retired,divorced,secondary
11825,47,management,married,secondary
11826,43,management,married,tertiary
11827,39,self-employed,married,secondary
11828,45,management,single,tertiary
11829,59,retired,divorced,primary
11830,46,housemaid,divorced,primary
11831,48,management,married,tertiary
11832,59,housemaid,divorced,secondary
11833,36,blue-collar,married,secondary
11834,44,blue-collar,married,primary
11835,45,blue-collar,married,primary
11836,41,blue-collar,married,secondary
11837,46,unknown,married,tertiary
11838,35,technician,married,unknown
11839,48,technician,married,secondary
11840,60,retired,single,tertiary
11841,38,services,married,primary
11842,49,retired,single,primary
11843,57,housemaid,married,primary
11844,44,housemaid,married,tertiary
11845,55,management,married,primary
11846,46,housemaid,married,primary
11847,55,blue-collar,married,primary
11848,47,blue-collar,married,primary
11849,38,blue-collar,married,primary
11850,38,services,married,secondary
11851,42,entrepreneur,single,tertiary
11852,45,blue-collar,married,secondary
11853,39,self-employed,divorced,tertiary
11854,46,management,married,secondary
11855,36,blue-collar,married,primary
11856,53,housemaid,single,primary
11857,38,admin.,married,secondary
11858,55,retired,divorced,primary
11859,47,technician,divorced,secondary
11860,53,housemaid,married,secondary
11861,56,retired,divorced,secondary
11862,37,self-employed,single,tertiary
11863,42,services,divorced,unknown
11864,39,technician,single,secondary
11865,58,blue-collar,married,primary
11866,56,blue-collar,married,primary
11867,51,housemaid,divorced,primary
11868,47,unknown,married,unknown
11869,37,blue-collar,single,secondary
